"","Tempo","ID_maquina","volt","rotacao","pressao","vibracao","tipo_erro","falha","modelo","idade_maquina","comp_subst"
"43",2016-02-21 04:00:00,"17",NA,558.088465170161,89.4451457160907,39.485042474304,NA,NA,"model1",14,NA
"44",2016-02-21 04:00:00,"18",NA,347.023853361336,98.6455692080956,NA,NA,NA,"model3",15,NA
"45",2016-02-21 04:00:00,"19",162.119294429152,425.144760037473,89.8817861766856,40.9266563102747,NA,NA,"model3",17,NA
"46",2016-02-21 04:00:00,"20",185.879801422013,367.827374794478,94.1119330631796,46.8574906772288,NA,NA,"model2",16,NA
"47",2016-02-21 05:00:00,"10",NA,439.240430854668,113.33650656837,45.7562411618238,NA,NA,"model3",10,NA
"48",2016-02-21 05:00:00,"11",NA,435.356012775941,98.0428037438812,36.0927161122602,NA,NA,"model2",6,NA
"49",2016-02-21 05:00:00,"12",NA,396.476461565072,96.8533430756062,42.2169893121268,NA,NA,"model3",9,NA
"50",2016-02-21 05:00:00,"13",NA,390.457958621582,100.811827329341,42.5287372646972,NA,NA,"model1",15,NA
"51",2016-02-21 05:00:00,"14",NA,474.993971132691,98.2275172023306,34.6092359099497,NA,NA,"model3",1,NA
"52",2016-02-21 05:00:00,"15",192.43450802507,436.64208715037,95.2350324600396,42.4112636088508,NA,NA,"model3",14,NA
"53",2016-02-21 05:00:00,"16",NA,410.633739167388,103.82877588532,42.346422605726,NA,NA,"model1",3,NA
"54",2016-02-21 05:00:00,"17",NA,520.056770652737,104.798366952821,35.8895127790491,NA,NA,"model1",14,NA
"55",2016-02-21 05:00:00,"18",NA,386.236653581032,114.151564422017,42.3457975548443,NA,NA,"model3",15,NA
"56",2016-02-21 05:00:00,"19",NA,424.954829459702,105.350032917816,40.2452425883492,NA,NA,"model3",17,NA
"57",2016-02-21 05:00:00,"20",178.613844349988,347.246307563318,89.583669734489,43.8246648016309,NA,NA,"model2",16,NA
"58",2016-02-21 06:00:00,"10",144.534175961013,426.944502627479,120.990151075238,45.1097776936543,NA,NA,"model3",10,"comp1"
"59",2016-02-21 06:00:00,"11",NA,409.708976737837,103.620699219593,44.6818966735877,NA,NA,"model2",6,"comp1"
"60",2016-02-21 06:00:00,"12",NA,449.801515816683,104.860795040672,34.2568904797493,NA,NA,"model3",9,"comp1"
"61",2016-02-21 06:00:00,"13",151.065886433054,483.286157687924,96.2988654593968,29.7446556052221,NA,NA,"model1",15,"comp1"
"62",2016-02-21 06:00:00,"14",NA,496.59406894168,99.1569250254249,41.7573638942714,NA,NA,"model3",1,"comp1"
"63",2016-02-21 06:00:00,"15",190.37274508213,448.054216194056,109.469836788453,31.8873403029836,NA,NA,"model3",14,"comp1"
"64",2016-02-21 06:00:00,"16",178.851499175566,484.672076748142,106.633988099212,45.9835657657793,NA,NA,"model1",3,"comp1"
"65",2016-02-21 06:00:00,"17",166.109467384746,424.637162951696,85.5820497561178,39.2878585264017,NA,NA,"model1",14,"comp1"
"66",2016-02-21 06:00:00,"18",169.588654296579,410.907875487297,101.093113604422,41.7156737515398,NA,NA,"model3",15,"comp1"
"67",2016-02-21 06:00:00,"19",NA,410.495230783394,103.963420783145,32.2845240275004,NA,NA,"model3",17,"comp1"
"68",2016-02-21 06:00:00,"20",162.344696881879,555.324917508158,95.6000257090726,29.8203349585574,NA,NA,"model2",16,"comp1"
"69",2016-02-21 07:00:00,"10",162.605265060823,466.547502556403,111.095061673059,32.3026376529182,NA,NA,"model3",10,NA
"70",2016-02-21 07:00:00,"11",NA,467.259141647566,103.776053604671,32.3310084657576,NA,NA,"model2",6,NA
"71",2016-02-21 07:00:00,"12",NA,413.632854079185,119.033013727549,40.2907717735805,NA,NA,"model3",9,NA
"72",2016-02-21 07:00:00,"13",NA,376.721866047453,92.7694565651485,34.508309498215,NA,NA,"model1",15,NA
"73",2016-02-21 07:00:00,"14",169.455827568591,453.136706145294,102.034687685639,41.0690335124083,NA,NA,"model3",1,NA
"74",2016-02-21 07:00:00,"15",NA,433.147617875992,101.150818313457,37.359609887942,NA,NA,"model3",14,NA
"75",2016-02-21 07:00:00,"16",169.187361960956,477.484434063089,94.2103687122846,42.0301001108574,NA,NA,"model1",3,NA
"76",2016-02-21 07:00:00,"17",NA,484.061773492988,105.029512977534,39.008924309895,NA,NA,"model1",14,NA
"77",2016-02-21 07:00:00,"18",154.61720159311,402.957132957792,103.860699253403,38.5387084261733,NA,NA,"model3",15,NA
"78",2016-02-21 07:00:00,"19",NA,437.652879581334,103.647130252869,40.0991691257483,NA,NA,"model3",17,NA
"79",2016-02-21 07:00:00,"20",NA,407.248018452221,97.9459000010715,45.9740278055965,NA,NA,"model2",16,NA
"80",2016-02-21 08:00:00,"10",NA,409.836887885643,120.399455019549,41.2440791159451,NA,NA,"model3",10,NA
"81",2016-02-21 08:00:00,"11",156.058479598172,421.618449848951,110.501798474013,42.6246242658482,NA,NA,"model2",6,NA
"82",2016-02-21 08:00:00,"12",144.237980382354,453.28998169506,115.004480868438,41.1958491672743,NA,NA,"model3",9,NA
"83",2016-02-21 08:00:00,"13",153.430738392851,458.205680463966,108.694534703805,35.021499941036,NA,NA,"model1",15,NA
"84",2016-02-21 08:00:00,"14",NA,408.633440364652,108.190381506758,41.7843519638116,NA,NA,"model3",1,NA
"85",2016-02-21 08:00:00,"15",NA,498.912442710924,96.4981391709455,NA,NA,NA,"model3",14,NA
"86",2016-02-21 08:00:00,"16",180.014964077143,405.251682283541,93.74536818328,40.2223299438525,NA,NA,"model1",3,NA
"87",2016-02-21 08:00:00,"17",173.666204902927,466.446145505501,107.35172160747,48.0962367387529,NA,NA,"model1",14,NA
"88",2016-02-21 08:00:00,"18",163.049512734635,416.295458967771,89.5171743547392,39.4376768230645,NA,NA,"model3",15,NA
"89",2016-02-21 08:00:00,"19",152.352786752056,443.682580488222,96.9615893619623,31.4410296181716,NA,NA,"model3",17,NA
"90",2016-02-21 08:00:00,"20",167.591940345309,354.757456306928,89.2213530999415,26.6802282449908,NA,NA,"model2",16,NA
"91",2016-02-21 09:00:00,"10",NA,462.674219304682,125.135227203822,42.7951902180832,NA,NA,"model3",10,NA
"92",2016-02-21 09:00:00,"11",NA,1680.45269617194,96.8780196172757,NA,NA,NA,"model2",6,NA
"93",2016-02-21 09:00:00,"12",NA,544.187930521858,90.2085172934445,39.4905159442303,NA,NA,"model3",9,NA
"94",2016-02-21 09:00:00,"13",141.945840512413,449.673590379731,101.393623233979,41.4398401009902,NA,NA,"model1",15,NA
"95",2016-02-21 09:00:00,"14",NA,434.057851814332,85.8388159424321,41.9123228001021,NA,NA,"model3",1,NA
"96",2016-02-21 09:00:00,"15",161.952554230599,552.876117774102,86.7322227496902,36.412721501807,NA,NA,"model3",14,NA
"97",2016-02-21 09:00:00,"16",179.827448886177,478.359355518589,86.514995914371,43.0648924493157,NA,NA,"model1",3,NA
"98",2016-02-21 09:00:00,"17",NA,367.121766164425,101.917849438612,36.8074406117063,NA,NA,"model1",14,NA
"99",2016-02-21 09:00:00,"18",NA,370.54560577177,98.9936520973785,37.5303953675429,NA,NA,"model3",15,NA
"100",2016-02-21 09:00:00,"19",NA,429.702226375546,98.3648065899098,43.2314434200151,NA,NA,"model3",17,NA
"101",2016-02-21 09:00:00,"20",149.029192047087,379.209674868935,120.072697652502,35.281730101797,NA,NA,"model2",16,NA
"102",2016-02-21 10:00:00,"10",NA,413.934472028226,123.384302599517,38.0936504937034,NA,NA,"model3",10,NA
"103",2016-02-21 10:00:00,"11",NA,438.183111479554,81.099020397661,NA,NA,NA,"model2",6,NA
"104",2016-02-21 10:00:00,"12",NA,368.292212508817,107.016258550012,NA,NA,NA,"model3",9,NA
"105",2016-02-21 10:00:00,"13",NA,472.190362566992,86.4868917595579,44.8897719251883,NA,NA,"model1",15,NA
"106",2016-02-21 10:00:00,"14",NA,467.334975517264,98.4356717948477,46.7745787851865,NA,NA,"model3",1,NA
"107",2016-02-21 10:00:00,"15",174.17962935717,405.175791755063,112.955840806412,40.5969730718277,NA,NA,"model3",14,NA
"108",2016-02-21 10:00:00,"16",197.399678356148,484.980729065175,107.134163153333,43.776047335864,NA,NA,"model1",3,NA
"109",2016-02-21 10:00:00,"17",171.230633629095,544.740590037357,94.9735963881109,39.7008339037527,NA,NA,"model1",14,NA
"110",2016-02-21 10:00:00,"18",NA,340.041855031512,96.1543181559127,44.8454092318808,NA,NA,"model3",15,NA
"111",2016-02-21 10:00:00,"19",193.581606712105,475.336128208293,97.0384318193027,39.7284776910327,NA,NA,"model3",17,NA
"112",2016-02-21 10:00:00,"20",184.341582771898,392.90813777899,102.767664252171,42.7559073698678,NA,NA,"model2",16,NA
"113",2016-02-21 11:00:00,"10",160.52645167732,459.583986898401,123.225154657592,40.0051609034299,NA,NA,"model3",10,NA
"114",2016-02-21 11:00:00,"11",161.583455811744,455.440663362465,100.979951690553,40.4796968728714,NA,NA,"model2",6,NA
"115",2016-02-21 11:00:00,"12",NA,509.503871233665,102.317775149646,37.4810832452184,NA,NA,"model3",9,NA
"116",2016-02-21 11:00:00,"13",149.147094559945,432.11279722903,111.139117068508,43.483663832454,NA,NA,"model1",15,NA
"117",2016-02-21 11:00:00,"14",169.366930861746,451.747977170193,93.4797303065782,43.439680975909,NA,NA,"model3",1,NA
"118",2016-02-21 11:00:00,"15",167.260411299877,479.704197261379,103.614291080881,38.5772893783628,NA,NA,"model3",14,NA
"119",2016-02-21 11:00:00,"16",NA,409.231631967902,92.402857647058,38.2727992393997,NA,NA,"model1",3,NA
"120",2016-02-21 11:00:00,"17",143.450588687098,404.770854254765,97.7124900166114,35.8643735912934,NA,NA,"model1",14,NA
"121",2016-02-21 11:00:00,"18",NA,324.111277674731,81.7821164699322,42.4451601543774,NA,NA,"model3",15,NA
"122",2016-02-21 11:00:00,"19",160.073978349723,468.548677812916,101.461186154053,47.7074655957715,NA,NA,"model3",17,NA
"123",2016-02-21 11:00:00,"20",NA,498.352847074314,106.587232727789,41.0039127658124,NA,NA,"model2",16,NA
"124",2016-02-21 12:00:00,"10",NA,424.037343707079,109.816486882604,37.6392071939925,NA,NA,"model3",10,NA
"125",2016-02-21 12:00:00,"11",191.918729927081,434.651821838284,107.085357298863,43.76085245938,NA,NA,"model2",6,NA
"126",2016-02-21 12:00:00,"12",190.5199510525,419.486550988324,107.714458266158,35.7695600858921,NA,NA,"model3",9,NA
"127",2016-02-21 12:00:00,"13",NA,367.036457300343,95.2017656171844,45.155782841723,NA,NA,"model1",15,NA
"128",2016-02-21 12:00:00,"14",180.286064203299,495.535292374126,90.1840553249867,36.9204890609441,NA,NA,"model3",1,NA
"129",2016-02-21 12:00:00,"15",191.3864003401,413.903647039054,92.0561963468488,44.7332089095317,NA,NA,"model3",14,NA
"130",2016-02-21 12:00:00,"16",NA,502.905667271725,96.3860849475273,39.5859670939589,NA,NA,"model1",3,NA
"131",2016-02-21 12:00:00,"17",171.776088136125,440.130318689118,89.8746215843831,44.6526395338065,NA,NA,"model1",14,NA
"132",2016-02-21 12:00:00,"18",162.747451543995,371.004673625653,97.4985294891054,42.3198467658039,NA,NA,"model3",15,NA
"133",2016-02-21 12:00:00,"19",NA,529.803312103339,95.5733782192925,30.8634247212014,NA,NA,"model3",17,NA
"134",2016-02-21 12:00:00,"20",NA,545.050074954003,104.742157656478,42.2305315552276,NA,NA,"model2",16,NA
"135",2016-02-21 13:00:00,"10",155.089038037351,468.124166099256,126.764727006922,46.3321850959322,NA,NA,"model3",10,NA
"136",2016-02-21 13:00:00,"11",NA,405.535113907717,91.8326480240746,42.0005610697292,NA,NA,"model2",6,NA
"137",2016-02-21 13:00:00,"12",NA,494.073580569399,112.38058461043,NA,NA,NA,"model3",9,NA
"138",2016-02-21 13:00:00,"13",186.330814815052,445.870469375783,95.2301812540401,40.3159188983486,NA,NA,"model1",15,NA
"139",2016-02-21 13:00:00,"14",174.44254780041,386.855007477425,103.746381580422,36.0354457215949,NA,NA,"model3",1,NA
"140",2016-02-21 13:00:00,"15",185.702362183941,490.993607727872,95.2334838142759,43.256785230037,NA,NA,"model3",14,NA
"141",2016-02-21 13:00:00,"16",NA,437.183003940163,89.6891220921832,32.6792462261525,NA,NA,"model1",3,NA
"142",2016-02-21 13:00:00,"17",180.340104460496,423.858223263064,84.8340372513834,37.0341184372542,NA,NA,"model1",14,NA
"143",2016-02-21 13:00:00,"18",NA,360.837376067288,92.8625295367508,36.7251931627528,NA,NA,"model3",15,NA
"144",2016-02-21 13:00:00,"19",NA,393.550613401425,88.1905043858798,43.4277308452713,NA,NA,"model3",17,NA
"145",2016-02-21 13:00:00,"20",NA,419.894788214991,103.320422027413,41.4451126975977,NA,NA,"model2",16,NA
"146",2016-02-21 14:00:00,"10",153.593574571375,468.836661854415,123.711423160465,39.492193346884,NA,NA,"model3",10,NA
"147",2016-02-21 14:00:00,"11",169.825862847543,547.236871176183,119.276386586402,34.3314781831443,NA,NA,"model2",6,NA
"148",2016-02-21 14:00:00,"12",180.790875625986,471.584681838136,88.6825668770985,38.6049616436361,NA,NA,"model3",9,NA
"149",2016-02-21 14:00:00,"13",188.899246665193,452.990494627979,106.292979440571,38.3393607531713,NA,NA,"model1",15,NA
"150",2016-02-21 14:00:00,"14",NA,436.758400462616,113.724395255044,31.5837917291187,NA,NA,"model3",1,NA
"151",2016-02-21 14:00:00,"15",146.814724617071,500.158530846844,118.630117313932,45.3318960891204,NA,NA,"model3",14,NA
"152",2016-02-21 14:00:00,"16",189.973427738969,441.088565945894,92.8999039622783,44.010679139173,NA,NA,"model1",3,NA
"153",2016-02-21 14:00:00,"17",153.650066404825,449.349947253687,103.205165754991,38.4827478433176,NA,NA,"model1",14,NA
"154",2016-02-21 14:00:00,"18",184.801365702615,361.329390395587,103.31971008901,43.4212224971761,NA,NA,"model3",15,NA
"155",2016-02-21 14:00:00,"19",135.5215996412,466.326714028843,71.8052352809859,33.6204033891955,NA,NA,"model3",17,NA
"156",2016-02-21 14:00:00,"20",NA,495.361953809385,88.7315570619529,36.5205309412529,NA,NA,"model2",16,NA
"157",2016-02-21 15:00:00,"10",NA,397.030873954269,117.625605278615,37.5323808529202,NA,NA,"model3",10,NA
"158",2016-02-21 15:00:00,"11",200.71897976626,437.169219194434,116.190469830252,41.6750118445739,NA,NA,"model2",6,NA
"159",2016-02-21 15:00:00,"12",NA,473.612935215797,104.137475465607,42.3412842903527,NA,NA,"model3",9,NA
"160",2016-02-21 15:00:00,"13",180.096837539324,442.796269389441,97.9253498031162,41.6282939848592,NA,NA,"model1",15,NA
"161",2016-02-21 15:00:00,"14",172.281525441074,472.747727542438,93.536339950141,33.5998498370509,NA,NA,"model3",1,NA
"162",2016-02-21 15:00:00,"15",NA,431.968454189818,114.125672347356,48.2575853250434,NA,NA,"model3",14,NA
"163",2016-02-21 15:00:00,"16",159.026325698558,534.623197602571,92.64747703014,41.9302480482321,NA,NA,"model1",3,NA
"164",2016-02-21 15:00:00,"17",158.138410430901,487.460120001202,109.038758217827,43.3671652220709,NA,NA,"model1",14,NA
"165",2016-02-21 15:00:00,"18",NA,306.016811581762,98.2948481697906,45.54426431832,NA,NA,"model3",15,NA
"166",2016-02-21 15:00:00,"19",175.886956892044,394.108392355493,110.027700581296,36.8020699505145,NA,NA,"model3",17,NA
"167",2016-02-21 15:00:00,"20",NA,459.053332887976,104.292972167262,40.2223225066424,NA,NA,"model2",16,NA
"168",2016-02-21 16:00:00,"10",NA,431.198950777932,114.972249172232,36.4917674083582,NA,NA,"model3",10,NA
"169",2016-02-21 16:00:00,"11",188.919494448224,434.88562295924,103.604626123592,37.6548895886353,NA,NA,"model2",6,NA
"170",2016-02-21 16:00:00,"12",166.34270512837,475.656280577452,105.196803835349,44.8323437528282,NA,NA,"model3",9,NA
"171",2016-02-21 16:00:00,"13",NA,495.259280064223,95.2095717330615,42.1715607091187,NA,NA,"model1",15,NA
"172",2016-02-21 16:00:00,"14",165.326584432806,490.2028640459,102.257422217207,40.9233281431796,NA,NA,"model3",1,NA
"173",2016-02-21 16:00:00,"15",NA,460.18977351106,108.931492836088,NA,NA,NA,"model3",14,NA
"174",2016-02-21 16:00:00,"16",NA,488.60336467713,102.706869285678,47.8157156730296,NA,NA,"model1",3,NA
"175",2016-02-21 16:00:00,"17",NA,453.413467307676,77.8144780492449,41.7620871896165,NA,NA,"model1",14,NA
"176",2016-02-21 16:00:00,"18",NA,417.418015625253,91.0809469394537,42.401404070046,NA,NA,"model3",15,NA
"177",2016-02-21 16:00:00,"19",NA,483.855939075714,84.4039290855477,33.5327273327518,NA,NA,"model3",17,NA
"178",2016-02-21 16:00:00,"20",138.872006557205,512.825080575733,104.18890346152,36.2984396358778,NA,NA,"model2",16,NA
"179",2016-02-21 17:00:00,"10",NA,526.326470198061,105.448718919274,38.353161564034,NA,NA,"model3",10,NA
"180",2016-02-21 17:00:00,"11",NA,382.19289855718,113.043230254436,31.6715231788374,NA,NA,"model2",6,NA
"181",2016-02-21 17:00:00,"12",NA,388.685847786579,98.4180833284722,40.2798101615455,NA,NA,"model3",9,NA
"182",2016-02-21 17:00:00,"13",NA,346.25575151622,113.631109241,49.831155689787,NA,NA,"model1",15,NA
"183",2016-02-21 17:00:00,"14",150.833388378063,525.682112291101,95.9035998154852,47.2448347904288,NA,NA,"model3",1,NA
"184",2016-02-21 17:00:00,"15",NA,425.350588646418,116.911260263211,41.487951979542,NA,NA,"model3",14,NA
"185",2016-02-21 17:00:00,"16",161.268002961134,464.685527943792,88.3973626817977,50.5841715857799,NA,NA,"model1",3,NA
"186",2016-02-21 17:00:00,"17",NA,491.857529388719,111.728846293316,45.982669968577,NA,NA,"model1",14,NA
"187",2016-02-21 17:00:00,"18",165.690433286661,348.658205604863,82.346061877985,41.4577061596316,NA,NA,"model3",15,NA
"188",2016-02-21 17:00:00,"19",NA,470.483665878295,106.103199740767,35.5899729220201,NA,NA,"model3",17,NA
"189",2016-02-21 17:00:00,"20",163.612395585355,493.525096989895,109.149238642491,43.0845345213559,NA,NA,"model2",16,NA
"190",2016-02-21 18:00:00,"10",NA,409.880520656722,111.472042316319,39.092661944244,NA,NA,"model3",10,NA
"191",2016-02-21 18:00:00,"11",158.545455634408,444.968605655941,114.391953460727,44.1654289034961,NA,NA,"model2",6,NA
"192",2016-02-21 18:00:00,"12",NA,497.28137754452,91.8575348965109,32.1485884539088,NA,NA,"model3",9,NA
"193",2016-02-21 18:00:00,"13",160.916587707089,438.798270862757,111.564116668083,37.1923246544175,NA,NA,"model1",15,NA
"194",2016-02-21 18:00:00,"14",NA,470.191030092373,113.239202715193,46.7398374929731,NA,NA,"model3",1,NA
"195",2016-02-21 18:00:00,"15",NA,389.383371609462,104.287512036032,NA,NA,NA,"model3",14,NA
"196",2016-02-21 18:00:00,"16",NA,346.556879440578,104.962080219371,44.3360893875152,NA,NA,"model1",3,NA
"197",2016-02-21 18:00:00,"17",191.696511791847,484.663757390793,112.043629215797,42.6540316291689,NA,NA,"model1",14,NA
"198",2016-02-21 18:00:00,"18",163.624386408428,326.932659613851,103.679694865164,42.5076073625001,NA,NA,"model3",15,NA
"199",2016-02-21 18:00:00,"19",179.363986770189,391.50286750739,85.7958973961603,28.6876704167866,NA,NA,"model3",17,NA
"200",2016-02-21 18:00:00,"20",182.927486677756,329.19519812209,113.0560017289,28.5864772936566,NA,NA,"model2",16,NA
"201",2016-02-21 19:00:00,"10",179.101714493553,450.751930266339,117.486970088503,46.9098635434659,NA,NA,"model3",10,NA
"202",2016-02-21 19:00:00,"11",NA,441.074248245789,92.6722121879233,40.7788370364073,NA,NA,"model2",6,NA
"203",2016-02-21 19:00:00,"12",165.418713890924,479.698763636316,107.955437284551,42.4844551592168,NA,NA,"model3",9,NA
"204",2016-02-21 19:00:00,"13",NA,496.111841450111,99.236145016549,33.6281523563389,NA,NA,"model1",15,NA
"205",2016-02-21 19:00:00,"14",NA,474.985265949121,91.7795626327295,31.0630090934423,NA,NA,"model3",1,NA
"206",2016-02-21 19:00:00,"15",162.534480814436,437.030405938903,86.8204246635284,48.7401328174449,NA,NA,"model3",14,NA
"207",2016-02-21 19:00:00,"16",145.698846651016,375.077658270932,112.097161579428,37.4293380028099,NA,NA,"model1",3,NA
"208",2016-02-21 19:00:00,"17",149.575186912245,425.657748888613,87.5503352638982,41.9743404316279,NA,NA,"model1",14,NA
"209",2016-02-21 19:00:00,"18",171.648216889432,432.596375479057,95.8368459210998,41.0216712942482,NA,NA,"model3",15,NA
"210",2016-02-21 19:00:00,"19",NA,403.869371793315,107.262743021997,50.769601888168,NA,NA,"model3",17,NA
"211",2016-02-21 19:00:00,"20",172.604649398832,400.282479788434,95.0664077474383,39.5890864609612,NA,NA,"model2",16,NA
"212",2016-02-21 20:00:00,"10",168.560654733834,512.770140689076,122.412026613955,44.4189508402338,NA,NA,"model3",10,NA
"213",2016-02-21 20:00:00,"11",NA,520.327384495863,97.464732936494,43.7762371588909,NA,NA,"model2",6,NA
"214",2016-02-21 20:00:00,"12",153.119482792446,456.205897683346,79.2191958014292,54.2225313551606,NA,NA,"model3",9,NA
"215",2016-02-21 20:00:00,"13",NA,438.426374639473,88.8505709164552,40.6433249194123,NA,NA,"model1",15,NA
"216",2016-02-21 20:00:00,"14",NA,470.349287209601,109.619478857681,37.7579085169951,NA,NA,"model3",1,NA
"217",2016-02-21 20:00:00,"15",NA,449.893879142961,88.1274786635381,28.579062551733,NA,NA,"model3",14,NA
"218",2016-02-21 20:00:00,"16",151.54469373683,521.301291657608,108.359783691935,45.8532678747493,NA,NA,"model1",3,NA
"219",2016-02-21 20:00:00,"17",142.993327878268,607.236179899837,92.5886591400246,44.3452630722484,NA,NA,"model1",14,NA
"220",2016-02-21 20:00:00,"18",170.169103205504,417.508916419861,99.1243704996955,41.4374878250849,NA,NA,"model3",15,NA
"221",2016-02-21 20:00:00,"19",164.398161628039,453.070211114699,88.1958343978472,38.3255658418438,NA,NA,"model3",17,NA
"222",2016-02-21 20:00:00,"20",134.792993404416,484.90088865995,98.4943102164351,39.232470135705,NA,NA,"model2",16,NA
"223",2016-02-21 21:00:00,"10",NA,471.206139591743,120.561710815806,38.317987202858,NA,NA,"model3",10,NA
"224",2016-02-21 21:00:00,"11",155.119876635149,438.949331499082,96.7876933125228,34.5057944188625,NA,NA,"model2",6,NA
"225",2016-02-21 21:00:00,"12",181.969907422867,427.036177350753,102.528697546778,47.027944081665,NA,NA,"model3",9,NA
"226",2016-02-21 21:00:00,"13",171.518328056612,519.547576867727,105.892442049116,40.8742257793961,NA,NA,"model1",15,NA
